number,总价,单价,行政区,小区,建筑面积,建成时间,建筑类型,朝向,户型2,楼层,所在楼层,总楼层,装修,梯户比,电梯,产权年限,更新时间,房屋用途,房屋年限,地铁
2626,260,27540,番禺,东华花园,94.41,2004,板楼,南 北,3室2厅1厨2卫,高楼层/共6层,高楼层,共6层,其他,一梯四户,无,70年,2018-03-17,普通住宅,暂无数据,
2627,400,38136,番禺,广州雅居乐花园剑桥郡,104.89,2010,塔楼,西北,3室2厅1厨1卫,中楼层/共30层,中楼层,共30层,其他,两梯六户,有,70年,2018-01-31,普通住宅,暂无数据,地铁
2628,320,36580,白云,时代玫瑰园,87.48,2004,塔楼,东南,2室1厅1厨1卫,低楼层/共13层,低楼层,共13层,精装,两梯七户,有,70年,2017-09-28,普通住宅,暂无数据,地铁
2629,82,29286,白云,城西花园,28,1999,塔楼,南,1室0厅1厨1卫,低楼层/共9层,低楼层,共9层,其他,一梯六户,无,70年,2018-03-26,普通住宅,暂无数据,地铁
2630,123,34483,海珠,同福东路,35.67,,板楼,北,2室1厅1厨1卫,中楼层/共5层,中楼层,共5层,其他,一梯两户,无,70年,2018-03-28,普通住宅,暂无数据,地铁
2631,270,43549,海珠,金碧花园第二金碧,62,2000,塔楼,东,2室2厅1厨1卫,高楼层/共18层,高楼层,共18层,简装,三梯六户,有,70年,2018-03-23,普通住宅,暂无数据,
2632,225,25569,番禺,丽江花园丽彦楼,88,1995,塔楼,东北,3室2厅1厨2卫,低楼层/共9层,低楼层,共9层,其他,一梯八户,有,70年,2018-03-25,普通住宅,暂无数据,
2633,260,37682,天河,天力居,69,1998,塔楼,北,2室2厅1厨1卫,低楼层/共12层,低楼层,共12层,其他,两梯八户,有,70年,2018-03-18,普通住宅,暂无数据,地铁
2634,375,54348,海珠,穗花新村穗花一巷,69,1995,塔楼,南 北,3室1厅1厨1卫,高楼层/共9层,高楼层,共9层,简装,一梯四户,无,70年,2018-03-26,普通住宅,暂无数据,地铁
2635,270,33334,天河,天河广场,81,1996,塔楼,北,2室1厅1厨1卫,高楼层/共23层,高楼层,共23层,精装,两梯六户,有,70年,2018-03-22,普通住宅,暂无数据,地铁
2636,210,26532,番禺,广地花园,79.15,2006,塔楼,北,2室2厅1厨1卫,低楼层/共7层,低楼层,共7层,简装,一梯四户,无,70年,2018-03-20,普通住宅,未满两年,
2637,255,38497,海珠,森语星园,66.24,2004,塔楼,东北,2室2厅1厨1卫,高楼层/共19层,高楼层,共19层,其他,两梯五户,有,70年,2018-03-24,普通住宅,暂无数据,
2638,430,33077,天河,富力盈力大厦,130,2005,塔楼,南,3室2厅1厨1卫,低楼层/共30层,低楼层,共30层,简装,五梯二十一户,有,50年,2018-03-24,商住两用,暂无数据,地铁
2639,180,36000,荔湾,西湾苑,50,1980,塔楼,南,2室1厅1厨1卫,高楼层/共9层,高楼层,共9层,其他,一梯六户,无,70年,2018-03-24,普通住宅,暂无数据,地铁
2640,390,42503,海珠,海天花苑,91.76,2004,塔楼,南,3室1厅1厨1卫,低楼层/共32层,低楼层,共32层,简装,一梯八户,暂无数据,70年,2017-12-12,普通住宅,暂无数据,地铁
2641,380,49351,番禺,东海花园,77,2003,塔楼,南,3室2厅1厨1卫,中楼层/共19层,中楼层,共19层,简装,三梯八户,有,70年,2018-03-15,普通住宅,暂无数据,地铁
2642,250,34723,白云,岭南花园,72,2001,板楼,北,2室1厅1厨1卫,低楼层/共6层,低楼层,共6层,简装,一梯四户,无,70年,2018-03-17,普通住宅,暂无数据,
2643,280,25455,海珠,工业大道北,110,,板楼,南,2室1厅1厨1卫,中楼层/共8层,中楼层,共8层,其他,一梯四户,无,70年,2018-03-17,普通住宅,暂无数据,
2644,255,28652,黄埔,荔景园,89,1999,塔楼,南 北,3室2厅1厨1卫,高楼层/共9层,高楼层,共9层,简装,一梯两户,无,70年,2018-03-17,普通住宅,暂无数据,地铁
2645,305,35883,白云,集贤苑,85,1999,塔楼,南,2室1厅1厨1卫,高楼层/共11层,高楼层,共11层,其他,一梯四户,有,70年,2018-02-26,普通住宅,暂无数据,
2646,230,29488,天河,天平花苑,78,1996,塔楼,东南,2室2厅1厨1卫,低楼层/共9层,低楼层,共9层,简装,一梯六户,无,70年,2018-01-25,普通住宅,暂无数据,地铁
2647,230,23912,番禺,东兴苑,96.19,1998,塔楼,南,2室2厅1厨2卫,中楼层/共8层,中楼层,共8层,简装,一梯两户,暂无数据,70年,2017-12-15,普通住宅,暂无数据,地铁
2648,648,68841,越秀,广怡大厦,94.13,1998,塔楼,北,2室1厅1厨1卫,低楼层/共30层,低楼层,共30层,其他,两梯八户,有,70年,2018-04-04,普通住宅,暂无数据,地铁
2649,165,18750,花都,美域华庭,88,2010,塔楼,南,2室2厅1厨1卫,高楼层/共9层,高楼层,共9层,其他,一梯四户,无,70年,2018-01-03,普通住宅,暂无数据,地铁
2650,238,38203,海珠,侨诚花园秋月苑,62.3,1999,塔楼,北,2室1厅1厨1卫,高楼层/共9层,高楼层,共9层,简装,一梯八户,无,70年,2018-01-25,普通住宅,暂无数据,地铁
2651,170,23579,番禺,锦绣生态园乐满园,72.1,2003,塔楼,北,2室2厅1厨1卫,高楼层/共6层,高楼层,共6层,其他,一梯四户,无,70年,2018-01-12,普通住宅,暂无数据,
2652,160,27587,番禺,祈福新村湖景居,58,1995,板楼,北,2室2厅1厨1卫,高楼层/共4层,高楼层,共4层,其他,一梯一户,无,70年,2017-09-19,普通住宅,暂无数据,
2653,380,49351,天河,骏景花园,77,2000,塔楼,西,2室2厅1厨1卫,中楼层/共12层,中楼层,共12层,简装,一梯四户,有,70年,2017-12-28,普通住宅,暂无数据,
2654,320,41026,天河,盈彩美居,78,2003,塔楼,北,2室2厅1厨1卫,高楼层/共18层,高楼层,共18层,其他,两梯六户,有,70年,2018-03-03,普通住宅,暂无数据,
2655,188,30820,番禺,祈福新村蝶舞轩,61,2002,板楼,北,2室1厅1厨1卫,中楼层/共6层,中楼层,共6层,简装,一梯四户,无,70年,2018-03-03,普通住宅,暂无数据,
2656,311,38832,天河,旭景家园B区,80.09,2002,塔楼,东,3室1厅1厨1卫,中楼层/共15层,中楼层,共15层,其他,两梯六户,有,70年,2017-10-12,普通住宅,暂无数据,地铁
2657,260,41481,荔湾,荔港南湾,62.68,2008,塔楼,南 北,2室1厅1厨1卫,低楼层/共32层,低楼层,共32层,简装,两梯六户,有,70年,2018-01-12,普通住宅,暂无数据,地铁
2658,450,54217,海珠,富力现代广场,83,2005,塔楼,西南,2室1厅1厨1卫,低楼层/共24层,低楼层,共24层,其他,两梯七户,有,70年,2017-10-18,普通住宅,暂无数据,地铁
2659,230,29114,番禺,亚运城媒体北村,79,,塔楼,南 北,2室2厅1厨1卫,低楼层/共18层,低楼层,共18层,其他,一梯四户,暂无数据,70年,2018-03-03,普通住宅,暂无数据,地铁
2660,155,51702,海珠,翠馨华庭,29.98,2003,塔楼,东,2室1厅1厨1卫,高楼层/共24层,高楼层,共24层,简装,三梯二十六户,有,70年,2018-01-30,普通住宅,暂无数据,
2661,500,51547,荔湾,恒荔湾畔,97,2008,塔楼,东南,3室2厅1厨1卫,中楼层/共31层,中楼层,共31层,其他,三梯八户,有,70年,2018-03-01,普通住宅,暂无数据,地铁
2662,110,28948,增城,新都盛世名门,38,2012,塔楼,南,1室1厅1厨1卫,中楼层/共15层,中楼层,共15层,其他,一梯十八户,有,70年,2017-12-17,普通住宅,暂无数据,地铁
2663,123,24600,增城,新都盛世名门,50,2012,塔楼,东南,1室1厅1厨1卫,中楼层/共21层,中楼层,共21层,其他,两梯十六户,有,70年,2018-03-01,普通住宅,暂无数据,地铁
2664,176,45129,海珠,金碧花园第三金碧,39,2000,塔楼,南 北,1室0厅1厨1卫,高楼层/共32层,高楼层,共32层,简装,两梯六户,有,70年,2018-03-01,普通住宅,暂无数据,
2665,178,27726,番禺,丽江花园丽茵楼,64.2,1993,塔楼,东北,2室2厅1厨1卫,高楼层/共9层,高楼层,共9层,简装,一梯八户,无,70年,2018-03-03,普通住宅,暂无数据,
2666,262,26018,番禺,东怡新区东雅园,100.7,2000,塔楼,南 北,3室2厅1厨1卫,中楼层/共7层,中楼层,共7层,其他,一梯两户,无,70年,2018-01-28,普通住宅,暂无数据,
2667,165,35107,天河,天利居,47,2001,塔楼,南,2室1厅1厨1卫,中楼层/共11层,中楼层,共11层,其他,一梯四户,有,70年,2018-03-11,普通住宅,暂无数据,
2668,335,49630,天河,富力天朗明居S区,67.5,2001,塔楼,南,2室2厅1厨1卫,低楼层/共18层,低楼层,共18层,简装,两梯八户,有,70年,2017-06-26,普通住宅,暂无数据,地铁
2669,170,43590,海珠,嘉鸿花园金玫瑰园,39,1999,塔楼,南,1室1厅1厨1卫,中楼层/共27层,中楼层,共27层,其他,两梯十户,有,70年,2018-03-06,普通住宅,暂无数据,地铁
2670,355,53081,越秀,小北路仁安新街,66.88,1996,塔楼,东北,3室1厅1厨1卫,高楼层/共9层,高楼层,共9层,简装,一梯三户,无,70年,2017-09-06,普通住宅,暂无数据,地铁
2671,120,32433,海珠,晓港湾明华苑,37,1999,塔楼,东,2室1厅1厨1卫,中楼层/共9层,中楼层,共9层,简装,一梯十一户,无,70年,2017-04-30,普通住宅,暂无数据,地铁
2672,137.5,30000,荔湾,光复阁,45.83,2000,塔楼,东北,2室1厅1厨1卫,高楼层/共9层,高楼层,共9层,其他,一梯六户,暂无数据,70年,2017-04-07,普通住宅,暂无数据,地铁
2673,120,34286,海珠,南洲名苑,35,1997,塔楼,南,1室1厅1厨1卫,低楼层/共9层,低楼层,共9层,其他,一梯七户,无,70年,2017-12-01,普通住宅,暂无数据,地铁
2674,330,60000,越秀,日升大厦,55,1996,塔楼,北,2室1厅1厨1卫,低楼层/共26层,低楼层,共26层,其他,两梯八户,有,70年,2018-03-12,普通住宅,暂无数据,地铁
2675,190,30400,白云,百事佳新村B区,62.5,2006,板楼,南 北,2室1厅1厨1卫,低楼层/共6层,低楼层,共6层,其他,一梯两户,无,70年,2017-08-15,普通住宅,暂无数据,地铁
2676,110,20000,增城,水电广场,55,2015,塔楼,南,1室1厅1厨1卫,低楼层/共23层,低楼层,共23层,其他,四梯二十户,有,70年,2018-03-11,普通住宅,暂无数据,地铁
2677,170.6,30000,荔湾,光复阁,56.85,2000,塔楼,西北,2室1厅1厨1卫,高楼层/共9层,高楼层,共9层,其他,一梯六户,暂无数据,70年,2017-04-07,普通住宅,暂无数据,地铁
2678,650,79269,越秀,富力东堤湾,82,2004,塔楼,东北,2室2厅1厨1卫,高楼层/共31层,高楼层,共31层,其他,三梯九户,有,70年,2018-01-04,普通住宅,暂无数据,地铁
2679,680,61830,天河,天誉花园,109.98,1998,塔楼,北,3室2厅1厨2卫,中楼层/共31层,中楼层,共31层,其他,两梯六户,有,70年,2017-12-25,普通住宅,暂无数据,地铁
2680,250,32052,白云,保利西海岸汇海花园,78,2010,塔楼,北,2室2厅1厨1卫,高楼层/共26层,高楼层,共26层,其他,两梯六户,有,70年,2017-10-06,普通住宅,暂无数据,
2681,315,38415,荔湾,名汇商业大厦,82,2002,塔楼,北,2室2厅1厨1卫,高楼层/共32层,高楼层,共32层,其他,三梯九户,有,70年,2018-03-14,普通住宅,暂无数据,地铁
2682,262,40696,海珠,嘉鸿花园金玫瑰园,64.38,1999,塔楼,东北,2室1厅1厨1卫,高楼层/共19层,高楼层,共19层,简装,两梯十户,有,70年,2018-03-05,普通住宅,暂无数据,地铁
2683,980,75969,天河,碧海湾,129,2003,塔楼,北,3室2厅1厨1卫,中楼层/共28层,中楼层,共28层,精装,两梯五户,有,70年,2017-10-31,普通住宅,暂无数据,地铁
2684,385,52914,海珠,丽林景苑,72.76,2005,塔楼,东南,3室2厅1厨2卫,高楼层/共12层,高楼层,共12层,其他,一梯四户,有,70年,2017-11-30,普通住宅,暂无数据,地铁
2685,370,46049,海珠,保利花园静雅街,80.35,2000,塔楼,西南,2室2厅1厨1卫,低楼层/共11层,低楼层,共11层,其他,一梯四户,有,70年,2017-09-29,普通住宅,满五年,地铁
2686,200,37038,海珠,翠馨华庭,54,2003,塔楼,西,3室1厅1厨1卫,高楼层/共24层,高楼层,共24层,其他,三梯二十六户,有,70年,2017-12-29,普通住宅,暂无数据,
2687,245,28161,白云,汇侨新城北区,87,2000,塔楼,南,3室1厅1厨1卫,中楼层/共9层,中楼层,共9层,其他,一梯四户,无,70年,2017-09-25,普通住宅,暂无数据,
2688,380,47500,荔湾,万科柏悦湾,80,2005,塔楼,东南,2室1厅1厨1卫,中楼层/共34层,中楼层,共34层,精装,两梯六户,有,70年,2017-06-23,普通住宅,满五年,地铁
2689,380,18096,增城,翡翠绿洲育才阳光苑,210,2011,塔楼,南,3室2厅1厨1卫,高楼层/共9层,高楼层,共9层,毛坯,一梯两户,有,70年,2017-03-22,普通住宅,满五年,
2690,230,52273,海珠,珠江新岸公寓,44,2009,塔楼,西,1室0厅1厨1卫,中楼层/共32层,中楼层,共32层,精装,五梯二十七户,有,70年,2017-08-26,普通住宅,满五年,
2691,750,54281,海珠,朗晴居二期,138.17,2000,塔楼,东北,4室2厅0厨1卫,低楼层/共32层,低楼层,共32层,精装,三梯四户,有,70年,2016-05-30,普通住宅,满五年,地铁
2692,560,43077,天河,加拿大花园,130,1995,塔楼,东,3室1厅1厨2卫,中楼层/共28层,中楼层,共28层,简装,三梯十户,有,70年,2017-08-23,普通住宅,满五年,
2693,245,25817,增城,碧桂园凤凰城凤馨苑,94.9,2002,塔楼,南,3室2厅1厨2卫,中楼层/共6层,中楼层,共6层,精装,一梯四户,无,70年,2018-01-01,普通住宅,满五年,
2694,220,24759,白云,同和云苑新村,88.86,2000,塔楼,南 北,3室2厅1厨1卫,高楼层/共9层,高楼层,共9层,简装,一梯四户,无,70年,2016-07-09,普通住宅,满两年,地铁
2695,505,52062,天河,华景新城丽景园,97,1996,塔楼,东,3室2厅1厨2卫,高楼层/共9层,高楼层,共9层,精装,一梯四户,无,70年,2017-12-15,普通住宅,满两年,
2696,240,43732,白云,云景花园云桂苑,54.88,2002,塔楼,东北,1室1厅1厨1卫,高楼层/共9层,高楼层,共9层,简装,一梯四户,有,70年,2017-11-13,普通住宅,满五年,地铁
2697,280,58334,海珠,珠江新岸公寓,48,2009,塔楼,北,1室1厅1厨1卫,中楼层/共32层,中楼层,共32层,其他,五梯二十七户,有,70年,2017-11-26,普通住宅,满五年,
2698,199,22360,越秀,华秀苑,89,1997,塔楼,东南,3室1厅1厨1卫,高楼层/共9层,高楼层,共9层,简装,一梯五户,无,70年,2017-12-06,普通住宅,满两年,地铁
2699,460,51744,海珠,源海御苑,88.9,2012,塔楼,东南,2室1厅1厨1卫,中楼层/共31层,中楼层,共31层,其他,三梯六户,有,70年,2017-12-10,普通住宅,满两年,地铁
2700,300,37661,海珠,晓南二街海运局宿舍,79.66,,塔楼,西,2室1厅1厨1卫,中楼层/共23层,中楼层,共23层,其他,两梯十户,有,70年,2017-12-02,普通住宅,满五年,地铁
2701,220,33334,海珠,江南大道中江南大道中后街,66,,塔楼,东南,2室2厅1厨1卫,中楼层/共8层,中楼层,共8层,精装,一梯四户,无,70年,2016-03-12,普通住宅,满五年,地铁
2702,165,18664,增城,嘉骏豪苑,88.41,2008,塔楼,南,2室2厅1厨1卫,低楼层/共19层,低楼层,共19层,其他,两梯五户,有,70年,2017-12-05,普通住宅,满五年,
2703,189,21977,增城,力诚凯怡湾,86,2013,塔楼,东南,3室1厅1厨1卫,低楼层/共31层,低楼层,共31层,其他,三梯八户,有,70年,2018-02-28,普通住宅,满两年,
2704,330,33140,海珠,粤昆苑,99.58,,塔楼,暂无数据,2室1厅1厨1卫,高楼层/共9层,高楼层,共9层,简装,一梯两户,暂无数据,70年,2016-02-01,普通住宅,满五年,地铁
2705,528,53125,海珠,万华花园六星台,99.39,2005,塔楼,南 北,3室1厅1厨1卫,中楼层/共18层,中楼层,共18层,其他,两梯六户,有,70年,2018-04-11,普通住宅,暂无数据,地铁
2706,678.4,53071,越秀,国龙大厦,127.83,2005,塔楼,东北,4室2厅1厨2卫,中楼层/共30层,中楼层,共30层,其他,三梯八户,有,70年,2018-04-10,普通住宅,暂无数据,地铁
2707,530,53267,越秀,较场东路,99.5,,塔楼,东南,3室1厅1厨2卫,中楼层/共7层,中楼层,共7层,其他,一梯四户,无,70年,2018-04-12,普通住宅,暂无数据,地铁
2708,230,29813,白云,新市花园二期,77.15,1994,塔楼,北,3室1厅1厨2卫,低楼层/共9层,低楼层,共9层,其他,一梯十一户,无,70年,2018-04-11,普通住宅,暂无数据,
2709,260,50981,天河,中兴花园,51,1999,塔楼,东,3室2厅1厨1卫,低楼层/共12层,低楼层,共12层,简装,一梯八户,有,70年,2018-04-10,普通住宅,暂无数据,
2710,430,39095,天河,美好居,109.99,1998,塔楼,北,3室2厅1厨2卫,中楼层/共19层,中楼层,共19层,简装,两梯八户,有,70年,2018-04-10,普通住宅,暂无数据,地铁
2711,510,50606,越秀,寺右新马路,100.78,,塔楼,南 北,3室2厅1厨2卫,低楼层/共9层,低楼层,共9层,其他,一梯两户,无,70年,2018-04-11,普通住宅,暂无数据,地铁
2712,700,41177,白云,浔峰御金沙园,170,2015,塔楼,南 北,4室2厅1厨3卫,中楼层/共25层,中楼层,共25层,其他,两梯四户,有,70年,2018-04-12,普通住宅,暂无数据,
2713,430,61341,番禺,万科金色城品,70.1,2010,塔楼,东,4室2厅1厨3卫,中楼层/共8层,中楼层,共8层,其他,一梯六户,无,70年,2018-04-07,普通住宅,暂无数据,
2714,700,64221,天河,华港花园,109,2004,塔楼,西北,3室2厅1厨2卫,低楼层/共28层,低楼层,共28层,其他,三梯八户,有,70年,2018-04-07,普通住宅,暂无数据,
2715,880,97281,天河,利雅湾,90.46,2004,塔楼,北,3室2厅1厨1卫,高楼层/共31层,高楼层,共31层,精装,三梯六户,有,70年,2018-04-11,普通住宅,暂无数据,地铁
2716,728,47895,白云,岭南新世界,152,2010,板楼,南,5室2厅1厨2卫,高楼层/共6层,高楼层,共6层,其他,一梯两户,有,70年,2018-04-11,普通住宅,暂无数据,地铁
2717,720,32287,白云,颐和山庄,223,1999,塔楼,南 北,7室3厅1厨4卫,高楼层/共7层,高楼层,共7层,其他,一梯两户,无,70年,2018-04-11,普通住宅,暂无数据,地铁
2718,420,38889,荔湾,珠岛花园,108,1999,塔楼,南 北,4室2厅1厨2卫,高楼层/共23层,高楼层,共23层,简装,两梯八户,有,70年,2018-04-07,普通住宅,暂无数据,地铁
2719,350,39269,海珠,江南西路紫来大街,89.13,,塔楼,南,3室2厅1厨1卫,中楼层/共8层,中楼层,共8层,其他,一梯八户,无,70年,2018-04-10,普通住宅,暂无数据,地铁
2720,504.2,35000,荔湾,龙津东路,144.04,,暂无数据,东,2室2厅0厨3卫,独栋/共1层,独栋,共1层,70年,"
                              ","
                              ","
                                                          ",2018-04-10,别墅,暂无数据,
2721,540,52942,越秀,水荫路水荫直街,102,1992,塔楼,南 北,3室2厅1厨1卫,高楼层/共8层,高楼层,共8层,其他,一梯四户,无,70年,2018-04-08,普通住宅,暂无数据,地铁
2722,850,53059,天河,新燕花园,160.2,2004,塔楼,北,4室2厅1厨2卫,中楼层/共17层,中楼层,共17层,其他,两梯六户,有,70年,2018-04-08,普通住宅,暂无数据,地铁
2723,450,34352,海珠,宝岗大厦,131,1999,塔楼,东,3室2厅1厨2卫,高楼层/共31层,高楼层,共31层,其他,四梯十二户,有,70年,2018-04-11,普通住宅,暂无数据,地铁
2724,380,36191,番禺,南国奥林匹克花园北奥一路,105,2006,板楼,北,3室2厅1厨2卫,中楼层/共6层,中楼层,共6层,其他,一梯两户,无,70年,2018-04-10,普通住宅,暂无数据,地铁
2725,690,50000,荔湾,花语水岸,138,,塔楼,南 北,4室1厅1厨2卫,高楼层/共26层,高楼层,共26层,其他,一梯四户,暂无数据,70年,2018-04-08,普通住宅,暂无数据,
