number,出售价,挂牌价,单价,行政区,小区,建筑面积,建筑类型,建成时间,朝向,户型2,楼层,所在楼层,总楼层,装修,梯户比,电梯,产权年限,成交时间,房屋用途,房屋年限,地铁,税收
2813,173.9,178,23529,白云,汇侨新城北区,73.91,塔楼,2000,西北,2室1厅1厨1卫,中楼层 (共9层),中楼层,9,其他,一梯四户,无,70年,2017-10-08,普通住宅,暂无数据,,
2814,153,155,25416,番禺,广地花园,60.2,塔楼,2006,东南,2室2厅1厨1卫,低楼层 (共7层),低楼层,7,简装,一梯四户,无,70年,2017-10-08,普通住宅,满五年,,房屋满五年
2815,82,85,20500,荔湾,西华路,40,塔楼,未知,南,1室1厅1厨1卫,高楼层 (共8层),高楼层,8,其他,一梯五户,无,70年,2017-10-08,普通住宅,暂无数据,地铁,
2816,315,320,37757,天河,穗乐花园,83.43,塔楼,1990,南 北,3室2厅1厨1卫,低楼层 (共9层),低楼层,9,简装,一梯五户,无,70年,2017-10-08,普通住宅,暂无数据,地铁,
2817,119,120,17000,番禺,平康苑,70,塔楼,1998,南,2室2厅1厨1卫,中楼层 (共9层),中楼层,9,其他,一梯一户,无,70年,2017-10-08,普通住宅,暂无数据,,
2818,198,205,26991,越秀,画院宿舍,73.36,塔楼,1992,东南,2室2厅1厨1卫,高楼层 (共9层),高楼层,9,其他,一梯四户,暂无数据,70年,2017-10-08,普通住宅,暂无数据,地铁,
2819,370,375,49525,越秀,嘉和苑,74.71,塔楼,1999,东北,3室1厅1厨1卫,高楼层 (共21层),高楼层,21,其他,两梯八户,有,70年,2017-10-08,普通住宅,暂无数据,地铁,
2820,188,190,25148,黄埔,乙烯大院,74.76,塔楼,1998,南 北,2室1厅1厨1卫,低楼层 (共8层),低楼层,8,简装,一梯四户,无,70年,2017-10-08,普通住宅,暂无数据,地铁,
2821,100,105,11863,白云,汇雅花园,84.3,塔楼,1998,南,2室2厅1厨1卫,高楼层 (共8层),高楼层,8,其他,一梯六户,无,70年,2017-10-08,普通住宅,暂无数据,,
2822,99.5,100,30299,白云,万方园,32.84,塔楼,1999,南,1室0厅1厨1卫,中楼层 (共18层),中楼层,18,其他,两梯二十一户,有,70年,2017-10-08,普通住宅,暂无数据,地铁,
2823,345,348,41567,天河,盈彩美居,83,塔楼,2003,南,2室2厅1厨1卫,高楼层 (共18层),高楼层,18,其他,两梯六户,有,70年,2017-10-08,普通住宅,暂无数据,,
2824,147,152,16543,番禺,富丽家园怡居新村,88.86,塔楼,1995,南,3室1厅1厨1卫,高楼层 (共7层),高楼层,7,简装,一梯四户,无,70年,2017-10-08,普通住宅,满两年,,
2825,267,280,37192,黄埔,金碧世纪花园,71.79,塔楼,2004,北,2室2厅1厨1卫,中楼层 (共17层),中楼层,17,简装,两梯六户,有,70年,2017-10-08,普通住宅,暂无数据,,
2826,89.5,96,25391,荔湾,珠岛花园,35.25,塔楼,1995,南,1室1厅1厨1卫,中楼层 (共9层),中楼层,9,简装,一梯七户,无,70年,2017-10-08,普通住宅,暂无数据,地铁,
2827,346,360,40706,海珠,保利花园静雅街,85,塔楼,2000,西,3室1厅1厨1卫,低楼层 (共11层),低楼层,11,其他,一梯四户,有,70年,2017-09-28,普通住宅,满五年,地铁,房屋满五年
2828,175,180,30702,天河,棠德花园,57,塔楼,2000,南,2室1厅1厨1卫,低楼层 (共9层),低楼层,9,其他,一梯四户,无,70年,2017-09-28,普通住宅,暂无数据,,
2829,230,245,25584,番禺,君华香柏广场华府,89.9,塔楼,未知,南 北,3室2厅1厨1卫,高楼层 (共32层),高楼层,32,其他,两梯四户,有,70年,2017-09-28,普通住宅,暂无数据,,
2830,224,235,31639,黄埔,泰景花园文苑阁,70.8,塔楼,2006,南,2室2厅0厨1卫,高楼层 (共8层),高楼层,8,简装,一梯四户,无,70年,2017-09-28,普通住宅,暂无数据,地铁,
2831,202,183,22955,增城,翡翠绿洲森林半岛,88,塔楼,2011,西,2室2厅1厨1卫,中楼层 (共24层),中楼层,24,精装,两梯六户,有,70年,2017-09-29,普通住宅,暂无数据,,
2832,550,614.9,38462,荔湾,荔港南湾,143,塔楼,2008,东南,4室2厅1厨2卫,低楼层 (共34层),低楼层,34,精装,两梯五户,有,70年,2017-09-29,普通住宅,暂无数据,地铁,
2833,47.2,47.2,4674,花都,教育东路,101,塔楼,未知,南,3室2厅1厨1卫,高楼层 (共7层),高楼层,7,其他,一梯一户,暂无数据,70年,2017-09-29,普通住宅,暂无数据,,
2834,75,75,14558,白云,景泰新村景泰北街,51.52,塔楼,1990,南 北,2室1厅1厨1卫,高楼层 (共8层),高楼层,8,简装,一梯两户,无,70年,2017-09-29,普通住宅,暂无数据,,
2835,323,330,38916,海珠,坚真花园,83,塔楼,2005,南,2室1厅1厨1卫,低楼层 (共12层),低楼层,12,精装,一梯六户,有,70年,2017-09-29,普通住宅,满五年,地铁,房屋满五年
2836,76.6,80,9854,花都,富丽花园,77.74,塔楼,1997,南,2室2厅1厨1卫,高楼层 (共9层),高楼层,9,其他,一梯六户,无,70年,2017-09-29,普通住宅,暂无数据,地铁,
2837,105,108,16438,白云,富德居,63.88,塔楼,1999,东 西,2室1厅1厨1卫,高楼层 (共9层),高楼层,9,简装,一梯七户,无,70年,2017-09-29,普通住宅,暂无数据,,
2838,67.9,68,14761,白云,京华雅居,46,塔楼,1995,南,2室1厅0厨1卫,中楼层 (共9层),中楼层,9,其他,一梯三户,无,70年,2017-09-29,普通住宅,暂无数据,,
2839,870,900,73110,天河,新世界东逸花园,119,塔楼,2006,北,3室2厅1厨2卫,中楼层 (共18层),中楼层,18,其他,两梯四户,有,70年,2017-09-29,普通住宅,暂无数据,,
2840,203,205,37187,天河,诚居花园,54.59,塔楼,1996,南,2室1厅1厨1卫,中楼层 (共9层),中楼层,9,其他,一梯四户,无,70年,2017-09-29,普通住宅,暂无数据,,
2841,166.3,170,22424,番禺,亚运城媒体北村,74.14,塔楼,未知,北,2室2厅1厨1卫,低楼层 (共15层),低楼层,15,其他,一梯四户,暂无数据,70年,2017-09-29,普通住宅,暂无数据,地铁,
2842,95,100,10796,番禺,莲港花园,88,塔楼,未知,南 北,3室2厅1厨1卫,低楼层 (共8层),低楼层,8,其他,一梯四户,暂无数据,70年,2017-09-29,普通住宅,暂无数据,,
2843,281.5,295,43195,海珠,南景园,65.17,塔楼,2001,西南,2室1厅1厨1卫,高楼层 (共18层),高楼层,18,简装,两梯八户,有,70年,2017-09-29,普通住宅,暂无数据,地铁,
2844,500,500,55219,海珠,泊雅湾,90.55,塔楼,2008,东南,2室2厅1厨1卫,低楼层 (共18层),低楼层,18,其他,两梯六户,有,70年,2017-09-29,普通住宅,暂无数据,地铁,
2845,100,100,40000,天河,环宇花园文景阁,25,塔楼,2000,北,1室0厅1厨1卫,低楼层 (共19层),低楼层,19,其他,两梯二十八户,有,70年,2017-09-29,普通住宅,暂无数据,,
2846,248,260,32208,荔湾,保利塞纳维拉,77,塔楼,2015,南,2室2厅1厨1卫,高楼层 (共18层),高楼层,18,其他,三梯五户,有,70年,2017-09-29,普通住宅,暂无数据,,
2847,326,340,39757,海珠,保利花园镜湖东街,82,塔楼,2000,南 北,3室2厅1厨1卫,中楼层 (共6层),中楼层,6,其他,一梯四户,无,70年,2017-09-29,普通住宅,暂无数据,地铁,
2848,175,185,26516,番禺,丽江花园德泽楼,66,塔楼,1997,南,2室1厅1厨1卫,中楼层 (共14层),中楼层,14,其他,两梯十二户,有,70年,2017-09-29,普通住宅,暂无数据,地铁,
2849,353.5,360,42509,白云,岭南新世界锦云峰,83.16,塔楼,2013,北,2室2厅1厨1卫,中楼层 (共30层),中楼层,30,其他,三梯八户,有,70年,2017-09-29,普通住宅,满两年,,
2850,240,258,18605,荔湾,瑞安花园,129,塔楼,2010,东北,3室2厅1厨2卫,中楼层 (共33层),中楼层,33,其他,三梯六户,有,70年,2017-10-02,普通住宅,暂无数据,地铁,
2851,306,240,45000,越秀,德悦居,68,塔楼,2000,南,2室1厅0厨1卫,中楼层 (共15层),中楼层,15,简装,一梯六户,暂无数据,70年,2017-10-02,普通住宅,暂无数据,地铁,
2852,177.5,186,28630,荔湾,西华路,62,塔楼,未知,南 北,3室2厅1厨1卫,中楼层 (共7层),中楼层,7,精装,一梯九户,无,70年,2017-10-02,普通住宅,暂无数据,地铁,
2853,365,380,40493,白云,岭南新世界,90.14,塔楼,2003,北,3室2厅1厨1卫,高楼层 (共11层),高楼层,11,其他,一梯四户,有,70年,2017-10-02,普通住宅,暂无数据,,
2854,202.6,205,25813,番禺,亚运城媒体南村,78.49,塔楼,未知,北,3室2厅1厨1卫,中楼层 (共18层),中楼层,18,其他,一梯四户,暂无数据,70年,2017-10-02,普通住宅,暂无数据,,
2855,40,43,16175,天河,陂东路,24.73,板楼,未知,东 西,1室1厅1厨1卫,低楼层 (共3层),低楼层,3,其他,一梯四户,暂无数据,70年,2017-10-02,普通住宅,暂无数据,地铁,
2856,48.4,50,23678,荔湾,富力新居,20.42,塔楼,1993,东,1室0厅1厨1卫,中楼层 (共9层),中楼层,9,其他,一梯六户,无,70年,2017-10-02,普通住宅,暂无数据,地铁,
2857,142,152,22494,白云,枫溪苑,63.13,塔楼,1999,西,2室2厅1厨1卫,高楼层 (共9层),高楼层,9,精装,一梯四户,无,70年,2017-10-02,普通住宅,暂无数据,,
2858,185,190,27908,白云,万方园,66.29,塔楼,1999,西南,2室1厅1厨1卫,中楼层 (共18层),中楼层,18,其他,两梯十三户,有,70年,2017-10-02,普通住宅,暂无数据,地铁,
2859,148.8,149,20290,番禺,如意二马路吉祥上街,73.34,塔楼,未知,南 北,3室1厅1厨1卫,中楼层 (共7层),中楼层,7,其他,一梯四户,暂无数据,70年,2017-10-02,普通住宅,暂无数据,地铁,
2860,287,296,36454,荔湾,四季花园,78.73,塔楼,2008,西南,2室2厅1厨1卫,高楼层 (共18层),高楼层,18,精装,两梯四户,有,70年,2017-10-03,普通住宅,满五年,地铁,房屋满五年
2861,85,85,20468,白云,民航小区康寿街,41.53,板楼,1995,南,1室1厅1厨1卫,中楼层 (共4层),中楼层,4,其他,一梯三户,无,70年,2017-10-02,普通住宅,暂无数据,,
2862,230,235,32625,番禺,广州奥林匹克花园,70.5,板楼,2002,南,2室2厅1厨1卫,中楼层 (共6层),中楼层,6,其他,一梯两户,无,70年,2017-10-02,普通住宅,暂无数据,,
2863,345,370,28072,番禺,海滨花园,122.9,塔楼,1998,南,3室1厅1厨1卫,低楼层 (共12层),低楼层,12,简装,一梯四户,有,70年,2017-09-29,普通住宅,暂无数据,,
2864,68,68,23408,海珠,草芳苑,29.05,塔楼,1990,西,1室1厅1厨1卫,高楼层 (共9层),高楼层,9,简装,一梯八户,无,70年,2017-09-30,普通住宅,暂无数据,,
2865,86,90,13031,白云,岗贝公安宿舍,66,塔楼,1993,南 北,2室2厅1厨1卫,高楼层 (共8层),高楼层,8,简装,一梯五户,无,70年,2017-09-30,普通住宅,暂无数据,,
2866,69,75,13019,越秀,明泉花园,53,塔楼,2000,东,2室1厅1厨1卫,中楼层 (共9层),中楼层,9,其他,一梯四户,暂无数据,70年,2017-10-03,普通住宅,暂无数据,,
2867,205,220,20500,海珠,环卫局宿舍,100,塔楼,未知,东,2室2厅1厨1卫,低楼层 (共9层),低楼层,9,其他,一梯十七户,无,70年,2017-09-30,普通住宅,暂无数据,,
2868,310,230,29524,白云,金碧新城,105,塔楼,2005,东北,3室2厅1厨1卫,中楼层 (共18层),中楼层,18,其他,两梯六户,有,70年,2017-10-03,普通住宅,暂无数据,,
2869,113.8,122,13983,番禺,大北路永恒大街,81.39,塔楼,未知,南,3室2厅1厨1卫,中楼层 (共8层),中楼层,8,其他,一梯两户,暂无数据,70年,2017-10-03,普通住宅,暂无数据,,
2870,137,138.6,20758,荔湾,芳园居教师新村,66,塔楼,1998,南,2室1厅1厨1卫,高楼层 (共9层),高楼层,9,其他,一梯四户,无,70年,2017-10-03,普通住宅,暂无数据,,
2871,320,330,46377,越秀,先烈中路81号大院,69,塔楼,2000,南,2室1厅1厨1卫,中楼层 (共7层),中楼层,7,其他,一梯两户,无,70年,2017-10-03,普通住宅,暂无数据,地铁,
2872,126,135,27945,荔湾,西湾路西湾东二街,45.09,塔楼,未知,东,2室1厅1厨1卫,低楼层 (共9层),低楼层,9,其他,一梯七户,无,70年,2017-10-03,普通住宅,暂无数据,地铁,
2873,382,390,32467,番禺,南国奥林匹克花园悉尼,117.66,塔楼,2006,南 北,3室2厅1厨2卫,中楼层 (共17层),中楼层,17,精装,两梯三户,有,70年,2017-10-03,普通住宅,暂无数据,地铁,
2874,165.3,170,22338,天河,禺东西路三街,74,塔楼,未知,西南,2室2厅1厨1卫,低楼层 (共9层),低楼层,9,其他,一梯四户,无,70年,2017-10-03,普通住宅,暂无数据,地铁,
2875,632,650,65834,天河,历德雅舍,96,塔楼,2005,东北,3室1厅1厨2卫,中楼层 (共30层),中楼层,30,简装,两梯四户,有,70年,2017-10-03,普通住宅,暂无数据,,
2876,231,235,28875,番禺,华南碧桂园漾翠苑,80,塔楼,2001,南,2室1厅1厨1卫,中楼层 (共7层),中楼层,7,精装,一梯四户,无,70年,2017-10-04,普通住宅,满两年,,
2877,143,155,23290,番禺,祈福新村湖景居,61.4,板楼,1995,北,2室2厅1厨1卫,中楼层 (共4层),中楼层,4,其他,一梯一户,无,70年,2017-10-04,普通住宅,暂无数据,,
2878,376,380,29193,番禺,尚东尚筑,128.8,塔楼,2008,东南,4室2厅1厨2卫,中楼层 (共18层),中楼层,18,其他,两梯三户,有,70年,2017-10-04,普通住宅,暂无数据,,
2879,196.9,200,25337,番禺,亚运城媒体南村,77.71,塔楼,未知,南,2室2厅1厨1卫,中楼层 (共18层),中楼层,18,其他,一梯四户,暂无数据,70年,2017-10-04,普通住宅,暂无数据,地铁,
2880,115,115,31901,海珠,江景苑,36.05,塔楼,1997,南 北,1室1厅1厨1卫,中楼层 (共9层),中楼层,9,精装,一梯五户,无,70年,2017-10-04,普通住宅,暂无数据,地铁,
2881,350,350,33019,番禺,广州雅居乐花园剑桥郡,106,塔楼,2010,西南,3室2厅1厨1卫,低楼层 (共30层),低楼层,30,精装,三梯六户,有,70年,2017-10-05,普通住宅,暂无数据,地铁,
2882,815,840,58415,荔湾,逸翠湾,139.52,塔楼,2009,东南,3室2厅1厨2卫,高楼层 (共27层),高楼层,27,精装,两梯八户,有,70年,2017-09-30,普通住宅,满两年,地铁,
2883,113.5,120,33881,天河,富力新村,33.5,塔楼,未知,南,1室1厅1厨1卫,低楼层 (共10层),低楼层,10,简装,一梯四户,暂无数据,70年,2017-10-05,普通住宅,暂无数据,,
2884,63.8,65,22786,荔湾,金宇花园,28,塔楼,1998,西南,1室0厅1厨1卫,高楼层 (共9层),高楼层,9,简装,一梯八户,无,70年,2017-09-30,普通住宅,暂无数据,,
2885,700,700,46053,天河,天誉花园,152,塔楼,1998,西北,3室2厅1厨2卫,高楼层 (共31层),高楼层,31,精装,两梯六户,有,70年,2017-09-30,普通住宅,暂无数据,地铁,
2886,163,165,27864,海珠,聚德花园,58.5,塔楼,1997,南 北,2室1厅1厨1卫,低楼层 (共9层),低楼层,9,精装,一梯八户,无,70年,2017-09-30,普通住宅,暂无数据,地铁,
2887,222,225,35703,海珠,江南美景花园,62.18,塔楼,1999,北,2室1厅0厨1卫,中楼层 (共19层),中楼层,19,简装,两梯十二户,有,70年,2017-09-30,普通住宅,暂无数据,地铁,
2888,93,93,19949,白云,广园云苑新村,46.62,塔楼,1999,北,2室1厅1厨1卫,中楼层 (共9层),中楼层,9,简装,一梯四户,无,70年,2017-09-30,普通住宅,暂无数据,,
2889,125,125,36765,海珠,金碧花园第一金碧,34,塔楼,2000,北,1室1厅1厨1卫,中楼层 (共22层),中楼层,22,简装,两梯七户,有,70年,2017-09-30,普通住宅,暂无数据,地铁,
2890,150,150,32823,荔湾,芳村大道西,45.7,塔楼,1988,西北,2室1厅1厨1卫,中楼层 (共9层),中楼层,9,简装,一梯五户,无,70年,2017-09-30,普通住宅,暂无数据,,
2891,438,450,65092,越秀,山河后街61号大院,67.29,塔楼,1991,南 北,3室1厅1厨1卫,中楼层 (共5层),中楼层,5,其他,一梯四户,暂无数据,70年,2017-09-30,普通住宅,暂无数据,地铁,
2892,274.8,285,32836,荔湾,路劲隽泷湾,83.69,塔楼,2013,西南,2室2厅1厨1卫,低楼层 (共31层),低楼层,31,其他,两梯八户,有,70年,2017-09-30,普通住宅,暂无数据,,
2893,68,68,17000,荔湾,荔湾路92号大院,40,塔楼,未知,北,1室1厅1厨1卫,高楼层 (共5层),高楼层,5,其他,一梯十户,无,70年,2017-09-30,普通住宅,暂无数据,,
2894,292,300,48538,越秀,东方花苑,60.16,塔楼,未知,东北,2室1厅1厨1卫,中楼层 (共9层),中楼层,9,简装,一梯四户,暂无数据,70年,2017-09-30,普通住宅,暂无数据,地铁,
2895,105,108,12692,花都,富力金港城,82.73,塔楼,2012,北,2室2厅1厨1卫,高楼层 (共18层),高楼层,18,其他,两梯八户,有,70年,2017-10-05,普通住宅,暂无数据,,
2896,980,1000,74999,天河,中怡城市花园,130.67,塔楼,2004,东南,3室2厅1厨2卫,中楼层 (共33层),中楼层,33,其他,两梯四户,有,70年,2017-09-30,普通住宅,暂无数据,地铁,
2897,223,230,30973,白云,富力阳光美居,72,塔楼,2001,东南,2室1厅1厨1卫,高楼层 (共15层),高楼层,15,精装,两梯八户,有,70年,2017-09-30,普通住宅,暂无数据,,
2898,180,185,29787,越秀,东华西路海月东街,60.43,塔楼,未知,南,2室1厅1厨1卫,高楼层 (共9层),高楼层,9,其他,一梯四户,无,70年,2017-10-01,普通住宅,暂无数据,地铁,
2899,'NoneType' object has no attribute 'strip'
2900,348,348,27611,白云,春晖闲庭,126.04,塔楼,2004,东,3室2厅1厨2卫,低楼层 (共12层),低楼层,12,其他,一梯四户,有,70年,2017-10-01,普通住宅,暂无数据,地铁,
2901,380,382.9,41690,天河,泰然居,91.15,塔楼,2001,南,3室1厅1厨1卫,中楼层 (共9层),中楼层,9,其他,一梯四户,无,70年,2017-10-01,普通住宅,暂无数据,,
2902,157,160,24432,天河,公路规划局宿舍,64.26,塔楼,1993,西北,3室2厅1厨1卫,高楼层 (共9层),高楼层,9,简装,一梯三户,暂无数据,70年,2017-10-01,普通住宅,暂无数据,地铁,
2903,85,85,35417,天河,富力新村,24,塔楼,1994,南,1室0厅1厨1卫,中楼层 (共9层),中楼层,9,简装,一梯五户,无,70年,2017-10-01,普通住宅,暂无数据,,
2904,223,230,34844,天河,棠德花园,64,塔楼,1997,西南,2室2厅1厨1卫,中楼层 (共9层),中楼层,9,精装,一梯四户,无,70年,2017-10-01,普通住宅,暂无数据,,
2905,185,186,39888,天河,东圃广场,46.38,塔楼,2002,东,1室1厅1厨1卫,低楼层 (共19层),低楼层,19,简装,两梯八户,有,70年,2017-10-01,普通住宅,暂无数据,地铁,
2906,230,250,40028,海珠,金碧花园第二金碧,57.46,塔楼,2000,西,2室2厅1厨1卫,中楼层 (共33层),中楼层,33,其他,三梯六户,有,70年,2017-10-01,普通住宅,暂无数据,,
2907,86,88,24572,荔湾,珠岛花园,35,塔楼,1995,南,1室1厅1厨1卫,高楼层 (共9层),高楼层,9,精装,一梯七户,无,70年,2017-10-01,普通住宅,满两年,,
2908,308,335,38988,白云,时代玫瑰园,79,塔楼,2008,南,2室2厅1厨1卫,中楼层 (共18层),中楼层,18,其他,两梯四户,有,70年,2017-10-01,普通住宅,暂无数据,地铁,
2909,358,365,32845,荔湾,珠岛花园,109,塔楼,1999,南 北,4室2厅1厨2卫,中楼层 (共23层),中楼层,23,其他,两梯八户,有,70年,2017-10-01,普通住宅,暂无数据,地铁,
2910,475,475,57927,天河,美林海岸花园,82,塔楼,2003,北,2室2厅1厨1卫,低楼层 (共18层),低楼层,18,其他,两梯四户,有,70年,2017-10-05,普通住宅,暂无数据,地铁,
2911,57,59.4,17273,白云,新市花园二期,33,塔楼,1994,西,1室1厅1厨1卫,高楼层 (共9层),高楼层,9,其他,一梯十四户,无,70年,2017-10-05,普通住宅,暂无数据,,
2912,228,230,32113,白云,金碧新城,71,塔楼,2004,北,2室1厅1厨1卫,中楼层 (共11层),中楼层,11,其他,一梯四户,有,70年,2017-10-05,普通住宅,暂无数据,,
2913,409.5,421,38912,荔湾,龙津大厦,105.24,塔楼,1997,东北,3室2厅1厨2卫,高楼层 (共32层),高楼层,32,精装,四梯十三户,有,70年,2017-10-05,普通住宅,满五年,地铁,房屋满五年
2914,250,260,33495,白云,金碧新城,74.64,塔楼,2006,东,2室1厅1厨1卫,中楼层 (共32层),中楼层,32,其他,三梯八户,有,70年,2017-10-05,普通住宅,暂无数据,,
2915,405.5,410,41353,白云,时代花生Ⅱ,98.06,塔楼,未知,东北,4室2厅1厨1卫,中楼层 (共32层),中楼层,32,其他,一梯四户,暂无数据,70年,2017-10-05,普通住宅,暂无数据,地铁,
